dataset	lang	tokenizer	vocab_size	train	token	model_type
en_lt	en	en_hft_0.75k	750	6.92783808708191	8.82951235771179	hft
en_lt	en	en_hft_1.5k	1500	16.0226340293884	8.98616743087769	hft
en_lt	en	en_hft_3.0k	3000	38.4731395244598	9.71578335762024	hft
en_lt	en	en_hft_4.0k	4000	54.6601347923279	9.9047794342041	hft
en_lt	en	en_hft_6.0k	6000	88.7796266078949	10.0307998657227	hft
en_lt	en	en_hft_8.0k	8000	129.278228759766	10.1256575584412	hft
en_lt	lt	lt_hft_0.5k	500	9.60343098640442	7.1815767288208	hft
en_lt	lt	lt_hft_0.75k	750	15.2044425010681	7.55211663246155	hft
en_lt	lt	lt_hft_1.5k	1500	35.5831997394562	8.20214700698853	hft
en_lt	lt	lt_hft_3.0k	3000	79.8453724384308	9.1058714389801	hft
en_lt	lt	lt_hft_4.0k	4000	108.360712528229	8.30071043968201	hft
en_lt	lt	lt_hft_6.0k	6000	163.433126926422	8.75858616828918	hft
en_lt	lt	lt_hft_8.0k	8000	223.963407754898	8.98685479164124	hft
en_hi	en	en_unigram_0.5k	500	1.70969367027283	0.877741813659668	unigram
en_hi	en	en_unigram_0.75k	750	1.53012466430664	0.888286113739014	unigram
en_hi	en	en_unigram_1.5k	1500	1.50795483589172	0.775233030319214	unigram
en_hi	en	en_unigram_3.0k	3000	1.33647561073303	0.879115104675293	unigram
en_hi	en	en_unigram_4.0k	4000	1.29261541366577	0.817487478256226	unigram
en_hi	en	en_unigram_6.0k	6000	1.33746075630188	0.876393556594849	unigram
en_hi	en	en_unigram_8.0k	8000	1.08761048316956	0.834979772567749	unigram
en_hi	hi	hi_unigram_0.5k	500	1.53892707824707	0.99036169052124	unigram
en_hi	hi	hi_unigram_0.75k	750	1.54214072227478	0.968720674514771	unigram
en_hi	hi	hi_unigram_1.5k	1500	1.46249675750732	0.866634368896484	unigram
en_hi	hi	hi_unigram_3.0k	3000	1.34917068481445	0.888638257980347	unigram
en_hi	hi	hi_unigram_4.0k	4000	1.30251240730286	0.889167070388794	unigram
en_hi	hi	hi_unigram_6.0k	6000	1.11298799514771	0.898866176605225	unigram
en_hi	hi	hi_unigram_8.0k	8000	1.03313136100769	0.956445932388306	unigram
en_hi	en	en_bpe_0.5k	500	0.55506157875061	1.07636737823486	bpe
en_hi	en	en_bpe_1.0k	1000	0.631708145141602	1.11935067176819	bpe
en_hi	en	en_bpe_2.0k	2000	0.724235057830811	1.271888256073	bpe
en_hi	en	en_bpe_4.0k	4000	0.974653482437134	1.15844893455505	bpe
en_hi	en	en_bpe_8.0k	8000	1.24269819259644	1.29559540748596	bpe
en_hi	en	en_bpe_16.0k	16000	2.34236145019531	1.43749761581421	bpe
en_hi	en	en_bpe_32.0k	32000	4.85318303108215	1.39037322998047	bpe
en_hi	hi	hi_bpe_0.5k	500	0.589715957641602	1.66315078735352	bpe
en_hi	hi	hi_bpe_1.0k	1000	0.684255123138428	1.4379301071167	bpe
en_hi	hi	hi_bpe_2.0k	2000	0.861094474792481	1.52401852607727	bpe
en_hi	hi	hi_bpe_4.0k	4000	0.964789390563965	1.46024131774902	bpe
en_hi	hi	hi_bpe_8.0k	8000	1.34231185913086	1.42004227638245	bpe
en_hi	hi	hi_bpe_16.0k	16000	2.73890900611877	1.51189589500427	bpe
en_hi	hi	hi_bpe_32.0k	32000	6.08036375045776	1.66128945350647	bpe
en_hi	en	en_hft_0.5k	500	3.38238072395325	3.48398566246033	hft
en_hi	en	en_hft_0.75k	750	5.88254284858704	3.78862118721008	hft
en_hi	en	en_hft_1.5k	1500	14.7998065948486	4.06199884414673	hft
en_hi	en	en_hft_3.0k	3000	39.1451325416565	4.34757304191589	hft
en_hi	en	en_hft_4.0k	4000	54.4727673530579	4.4599347114563	hft
en_hi	en	en_hft_6.0k	6000	91.9801242351532	4.66971182823181	hft
en_hi	en	en_hft_8.0k	8000	130.189660549164	4.85425734519959	hft
en_hi	hi	hi_hft_0.5k	500	2.71857237815857	3.68603920936584	hft
en_hi	hi	hi_hft_0.75k	750	4.53523659706116	3.82589364051819	hft
en_hi	hi	hi_hft_1.5k	1500	10.8227458000183	4.145756483078	hft
en_hi	hi	hi_hft_3.0k	3000	24.8682117462158	4.37943458557129	hft
en_hi	hi	hi_hft_4.0k	4000	36.2173185348511	4.53115820884705	hft
en_hi	hi	hi_hft_6.0k	6000	59.6577923297882	4.62164568901062	hft
en_hi	hi	hi_hft_8.0k	8000	82.1607024669647	4.74718189239502	hft
