dataset	lang	tokenizer	vocab_size	train	token	model_type
lt_en	en	en_hft_3.0k	3000	107.771933317184	250.75789141655	hft
lt_en	en	en_hft_4.0k	4000	155.942582368851	255.001697540283	hft
lt_en	en	en_hft_6.0k	6000	226.627742290497	256.147512197494	hft
lt_en	en	en_hft_8.0k	8000	316.80256485939	280.864325523376	hft
lt_en	lt	lt_bpe_0.5k	500	14.4394500255585	77.7290771007538	bpe
lt_en	lt	lt_bpe_1.0k	1000	15.5014753341675	68.2799069881439	bpe
lt_en	lt	lt_bpe_2.0k	2000	16.1587400436401	83.0961441993713	bpe
lt_en	lt	lt_bpe_4.0k	4000	17.528874874115	68.3746616840363	bpe
lt_en	lt	lt_bpe_8.0k	8000	19.598048210144	64.0378434658051	bpe
lt_en	lt	lt_bpe_16.0k	16000	25.6908514499664	61.9470427036285	bpe
lt_en	lt	lt_bpe_32.0k	32000	71.1743445396423	72.3143048286438	bpe
lt_en	lt	lt_hft_0.5k	500	65.731204032898	198.166482210159	hft
lt_en	lt	lt_hft_0.75k	750	88.3950741291046	201.437429666519	hft
lt_en	lt	lt_hft_1.5k	1500	176.757920980453	213.650056600571	hft
lt_en	lt	lt_hft_3.0k	3000	917.720017910004	248.201472759247	hft
lt_en	lt	lt_hft_4.0k	4000	563.272607088089	244.249817371368	hft
lt_en	lt	lt_hft_6.0k	6000	837.050937652588	268.789631843567	hft
lt_en	lt	lt_hft_8.0k	8000	1163.36953902245	273.638902425766	hft
